,labeller,modelAppr,scalingAppr,selectionAppr,precision,recall,f1
222,KMedoids_undersampling_4_bestScoreByClosestToMean,MLPC,FT,FT,0.37410071942446044,0.9102844638949672,0.5302740599107713
223,KMedoids_undersampling_4_bestScoreByClosestToMean,MLPC,MMS,FT,0.37563025210084033,0.9781181619256017,0.5428051001821494
224,KMedoids_undersampling_4_bestScoreByClosestToMean,MLPC,SS,FT,0.302066772655008,0.8315098468271335,0.4431486880466472
225,KMedoids_undersampling_4_bestScoreByClosestToMedian,RFC,FT,FT,0.34987593052109184,0.925601750547046,0.5078031212484994
226,KMedoids_undersampling_4_bestScoreByClosestToMedian,RFC,MMS,FT,0.3696369636963696,0.9803063457330415,0.5368484122228879
227,KMedoids_undersampling_4_bestScoreByClosestToMedian,RFC,SS,FT,0.2952755905511811,0.8205689277899344,0.4342790966994789
228,KMedoids_undersampling_4_bestScoreByClosestToMedian,LSVC,FT,FT,0.5031746031746032,0.6936542669584245,0.5832566697332107
229,KMedoids_undersampling_4_bestScoreByClosestToMedian,LSVC,MMS,FT,0.3782866836301951,0.975929978118162,0.5452322738386308
230,KMedoids_undersampling_4_bestScoreByClosestToMedian,LSVC,SS,FT,0.29690869877785764,0.9037199124726477,0.4469696969696969
231,KMedoids_undersampling_4_bestScoreByClosestToMedian,MLPC,FT,FT,0.41281512605042014,0.8599562363238512,0.5578424414478353
232,KMedoids_undersampling_4_bestScoreByClosestToMedian,MLPC,MMS,FT,0.375946173254836,0.9781181619256017,0.5431348724179829
233,KMedoids_undersampling_4_bestScoreByClosestToMedian,MLPC,SS,FT,0.3027667984189723,0.838074398249453,0.4448315911730545
